"ensembl_gene_id","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol"
"AT3G04660",NA,"3",1264724,41.27,1,"protein_coding",1242,"","","","","",""
"AT3G11020",NA,"3",3455355,37.93,1,"protein_coding",1987,"","","","","",""
"AT1G23040",NA,"1",8164782,33.75,3,"protein_coding",1934,"","","","","",""
"AT3G26960",NA,"3",9944466,34.96,1,"protein_coding",1395,"","","","","",""
"AT5G18910",NA,"5",6306599,38.15,1,"protein_coding",2979,"","","","","",""
"AT3G26380",NA,"3",9660006,38.61,2,"protein_coding",3319,"","","","","",""
"AT4G22410",NA,"4",11818033,43.53,2,"protein_coding",8110,"","","","","",""
"AT3G30300",NA,"3",11921096,37.88,2,"protein_coding",3521,"","","","","",""
"AT1G68240",NA,"1",25574864,35.07,2,"protein_coding",1265,"","","","","",""
"AT1G76160",NA,"1",28577842,39.87,1,"protein_coding",3473,"","","","","",""
"AT1G04610",NA,"1",1279351,39.24,1,"protein_coding",2267,"","","","","",""
"AT3G03590",NA,"3",865122,37.41,1,"protein_coding",1886,"","","","","",""
"AT2G47190",NA,"2",19375985,37.14,1,"protein_coding",1558,"","","","","",""
"AT5G50620",NA,"5",20600727,42.32,1,"protein_coding",689,"","","","","",""
"AT5G58005",NA,"5",23482179,37.4,2,"protein_coding",1098,"","","","","",""
"AT5G28630",NA,"5",10636612,37.13,1,"protein_coding",772,"","","","","",""
"AT3G59260",NA,"3",21903839,39.63,1,"protein_coding",1349,"","","","","",""
"AT3G09080",NA,"3",2776150,39.26,4,"protein_coding",5751,"","","","","",""
"AT4G11373",NA,"4",6913984,42.16,1,"protein_coding",5779,"","","","","",""
"AT2G47800",NA,"2",19574666,44.69,1,"protein_coding",5949,"","","","","",""
"AT5G40580",NA,"5",16248286,37.73,4,"protein_coding",2639,"","","","","",""
"AT2G28380",NA,"2",12133732,42.31,1,"protein_coding",2509,"","","","","",""
"AT1G45165",NA,"1",17090807,44.74,1,"protein_coding",531,"","","","","",""
"AT1G77580",NA,"1",29144025,38.49,4,"protein_coding",3621,"","","","","",""
"AT5G63120",NA,"5",25318642,40.13,5,"protein_coding",3642,"","","","","",""
"AT5G45120",NA,"5",18241003,42.48,1,"protein_coding",1475,"","","","","",""
"AT1G64830",NA,"1",24091137,43.59,1,"protein_coding",1442,"","","","","",""
"AT3G54610",NA,"3",20213406,37.57,1,"protein_coding",4247,"","","","","",""
"AT1G68725",NA,"1",25809298,51.86,1,"protein_coding",832,"","","","","",""
"AT2G43900",NA,"2",18178588,42.97,2,"protein_coding",5501,"","","","","",""
"AT1G17310",NA,"1",5927925,41.14,2,"protein_coding",908,"","","","","",""
"AT2G42260",NA,"2",17601872,40.46,2,"protein_coding",1833,"","","","","",""
"AT3G43840",NA,"3",15700352,35.86,2,"protein_coding",1491,"","","","","",""
"AT5G40800",NA,"5",16334581,41.54,1,"protein_coding",1436,"","","","","",""
"AT2G07820",NA,"2",3457213,54.31,1,"protein_coding",266,"","","","","",""
"AT5G52270",NA,"5",21221432,32.88,2,"protein_coding",1173,"","","","","",""
"AT5G56880",NA,"5",23008764,40.38,1,"protein_coding",945,"","","","","",""
"AT5G11570",NA,"5",3715931,39.56,1,"protein_coding",2345,"","","","","",""
"AT1G76620",NA,"1",28756521,34.85,2,"protein_coding",2811,"","","","","",""
"AT3G13570",NA,"3",4429256,39.94,1,"protein_coding",2903,"","","","","",""
"AT1G33900",NA,"1",12311518,37.08,1,"protein_coding",2000,"","","","","",""
"AT5G43160",NA,"5",17329275,40.33,2,"protein_coding",2077,"","","","","",""
"AT2G39750",NA,"2",16578824,40.24,1,"protein_coding",3612,"","","","","",""
"AT4G02750",NA,"4",1221017,43.06,1,"protein_coding",2600,"","","","","",""
"AT1G55760",NA,"1",20846872,38.75,1,"protein_coding",2182,"","","","","",""
"AT1G49700",NA,"1",18388792,35.97,4,"protein_coding",1731,"","","","","",""
"AT1G53100",NA,"1",19786900,36.65,2,"protein_coding",2250,"","","","","",""
"AT2G04530",NA,"2",1576694,38.08,1,"protein_coding",2268,"","","","","",""
"AT5G64190",NA,"5",25679425,40.74,2,"protein_coding",1840,"","","","","",""
"AT5G35360",NA,"5",13584104,37.45,3,"protein_coding",4392,"","","","","",""
"AT4G20450",NA,"4",11023918,34.89,2,"protein_coding",5172,"","","","","",""
"AT1G32500",NA,"1",11749798,40.83,1,"protein_coding",2392,"","","","","",""
"AT5G27990",NA,"5",10016662,37.48,2,"protein_coding",1864,"","","","","",""
"AT5G63090",NA,"5",25308516,35.06,4,"protein_coding",2503,"","","","","",""
"AT5G04560",NA,"5",1309099,40.66,3,"protein_coding",9421,"","","","","",""
"AT5G42930",NA,"5",17210533,31.97,2,"protein_coding",3687,"","","","","",""
"AT3G13450",NA,"3",4382198,39.57,1,"protein_coding",2238,"","","","","",""
"AT4G17510",NA,"4",9766894,37.46,1,"protein_coding",1937,"","","","","",""
"AT3G56150",NA,"3",20833410,41.98,2,"protein_coding",3865,"","","","","",""
"AT3G53260",NA,"3",19744018,42.78,1,"protein_coding",3096,"","","","","",""
"AT3G17480",NA,"3",5983196,38.4,1,"protein_coding",1124,"","","","","",""
"AT1G62660",NA,"1",23199612,36.81,4,"protein_coding",4196,"","","","","",""
"AT1G78540",NA,"1",29540984,37.9,3,"protein_coding",3891,"","","","","",""
"AT2G06570",NA,"2",2622603,42,1,"protein_coding",2299,"","","","","",""
"AT1G70610",NA,"1",26621899,39.22,2,"protein_coding",4609,"","","","","",""
"AT2G18140",NA,"2",7887584,44.63,1,"protein_coding",1294,"","","","","",""
"AT2G29510",NA,"2",12634437,40.28,1,"protein_coding",3606,"","","","","",""
"AT2G35730",NA,"2",15020398,35.05,2,"protein_coding",1200,"","","","","",""
"AT5G60170",NA,"5",24227415,38.62,2,"protein_coding",5458,"","","","","",""
"AT3G25240",NA,"3",9192493,45.33,1,"protein_coding",1122,"","","","","",""
"AT2G44220",NA,"2",18283789,37.09,1,"protein_coding",2048,"","","","","",""
"AT2G18160",NA,"2",7898012,36.96,1,"protein_coding",1230,"","","","","",""
"AT2G43710",NA,"2",18119873,39.31,2,"protein_coding",3016,"","","","","",""
"AT4G15630",NA,"4",8917260,32.24,1,"protein_coding",1615,"","","","","",""
"AT3G04950",NA,"3",1371636,38.59,1,"protein_coding",1888,"","","","","",""
"AT4G22120",NA,"4",11715607,38.88,6,"protein_coding",4266,"","","","","",""
"AT3G63215",NA,"3",23353991,44,1,"protein_coding",349,"","","","","",""
"AT2G24840",NA,"2",10581069,39.39,1,"protein_coding",946,"","","","","",""
"AT1G76600",NA,"1",28746833,39.76,1,"protein_coding",1015,"","","","","",""
"AT4G19460",NA,"4",10610261,42.99,1,"protein_coding",1874,"","","","","",""
"AT5G41880",NA,"5",16760846,35.85,1,"protein_coding",3430,"","","","","",""
"AT5G37260",NA,"5",14751344,36.62,1,"protein_coding",1744,"","","","","",""
"AT3G54420",NA,"3",20145905,41.11,1,"protein_coding",2361,"","","","","",""
"AT3G51080",NA,"3",18973126,40.24,1,"protein_coding",1766,"","","","","",""
"AT1G47530",NA,"1",17451553,40.05,2,"protein_coding",2908,"","","","","",""
"AT1G17300",NA,"1",5926636,38.64,2,"protein_coding",1148,"","","","","",""
"AT5G11620",NA,"5",3738729,41.16,2,"protein_coding",1435,"","","","","",""
"AT4G21902",NA,"4",11619735,37.04,1,"protein_coding",466,"","","","","",""
"AT1G19140",NA,"1",6610652,40.91,2,"protein_coding",1957,"","","","","",""
"AT3G62290",NA,"3",23051544,37.53,3,"protein_coding",2349,"","","","","",""
"AT3G03330",NA,"3",783332,37.56,1,"protein_coding",2877,"","","","","",""
"AT3G16340",NA,"3",5539385,37.52,2,"protein_coding",7102,"","","","","",""
"AT3G57840",NA,"3",21422823,35.48,1,"protein_coding",464,"","","","","",""
"AT1G06970",NA,"1",2137871,45.22,1,"protein_coding",3104,"","","","","",""
"AT1G29800",NA,"1",10432599,39.82,2,"protein_coding",2842,"","","","","",""
"AT3G17668",NA,"3",6039408,38.83,2,"protein_coding",1225,"","","","","",""
"AT4G10240",NA,"4",6368829,35.83,1,"protein_coding",1121,"","","","","",""
"AT5G36980",NA,"5",14606980,39.87,1,"protein_coding",774,"","","","","",""
"AT4G29090",NA,"4",14333528,42.48,1,"protein_coding",1727,"","","","","",""
"AT3G21430",NA,"3",7543772,36.93,3,"protein_coding",9910,"","","","","",""
"AT1G12211",NA,"1",4140875,41.11,1,"protein_coding",3239,"","","","","",""
"AT5G39340",NA,"5",15748731,36.51,4,"protein_coding",2160,"","","","","",""
"AT5G14820",NA,"5",4792072,43.8,1,"protein_coding",2081,"","","","","",""
"AT1G75980",NA,"1",28522554,36.68,2,"protein_coding",1864,"","","","","",""
"AT1G55550",NA,"1",20748639,37.42,1,"protein_coding",4440,"","","","","",""
"AT3G46640",NA,"3",17183042,39.69,3,"protein_coding",3917,"","","","","",""
"AT1G66300",NA,"1",24716305,37,2,"protein_coding",1745,"","","","","",""
"AT1G12500",NA,"1",4263150,39.81,1,"protein_coding",2006,"","","","","",""
"AT2G19460",NA,"2",8431363,33.41,2,"protein_coding",906,"","","","","",""
"AT2G11270",NA,"2",4484720,34.28,1,"protein_coding",848,"","","","","",""
"AT3G18980",NA,"3",6546200,40.62,2,"protein_coding",1892,"","","","","",""
"AT1G46480",NA,"1",17236524,37.48,2,"protein_coding",1661,"","","","","",""
"AT3G21650",NA,"3",7621569,38.17,2,"protein_coding",2564,"","","","","",""
"AT4G15030",NA,"4",8578741,38.07,3,"protein_coding",3506,"","","","","",""
"AT4G31160",NA,"4",15145628,42.57,1,"protein_coding",7484,"","","","","",""
"AT1G05640",NA,"1",1687436,42.06,1,"protein_coding",2519,"","","","","",""
"AT2G25230",NA,"2",10747211,32.22,1,"protein_coding",1256,"","","","","",""
"AT5G04990",NA,"5",1471481,41.98,1,"protein_coding",2548,"","","","","",""
"AT1G51250",NA,"1",19001424,32.95,1,"protein_coding",791,"","","","","",""
"AT2G40740",NA,"2",16997078,35.67,3,"protein_coding",2421,"","","","","",""
"AT1G71680",NA,"1",26944587,38.17,2,"protein_coding",2632,"","","","","",""
"AT2G28390",NA,"2",12139578,39.02,1,"protein_coding",4087,"","","","","",""
"AT1G48160",NA,"1",17786498,37.67,2,"protein_coding",2526,"","","","","",""
"AT5G10380",NA,"5",3267635,43.17,1,"protein_coding",1178,"","","","","",""
"AT4G16240",NA,"4",9192116,33.77,1,"protein_coding",452,"","","","","",""
"AT3G10113",NA,"3",3117896,40.78,1,"protein_coding",1495,"","","","","",""
"AT2G41790",NA,"2",17429229,36.8,1,"protein_coding",7076,"","","","","",""
"AT1G08360",NA,"1",2635939,36.79,1,"protein_coding",2065,"","","","","",""
"AT3G49160",NA,"3",18221794,37.89,3,"protein_coding",3111,"","","","","",""
"AT1G55230",NA,"1",20602819,38.27,1,"protein_coding",1214,"","","","","",""
"AT1G56160",NA,"1",21022384,39.78,1,"protein_coding",1203,"","","","","",""
"AT1G69830",NA,"1",26288228,38.46,1,"protein_coding",4945,"","","","","",""
"AT5G36370",NA,"5",14337865,39.78,1,"protein_coding",356,"","","","","",""
"AT1G26620",NA,"1",9195512,39.09,1,"protein_coding",4159,"","","","","",""
"AT5G48905",NA,"5",19831255,28.05,1,"protein_coding",662,"","","","","",""
"AT3G20360",NA,"3",7099771,37.17,1,"protein_coding",1866,"","","","","",""
"AT1G76630",NA,"1",28759478,39.5,3,"protein_coding",5564,"","","","","",""
"AT1G80550",NA,"1",30284890,41.28,1,"protein_coding",1908,"","","","","",""
"AT2G35700",NA,"2",15005064,43.25,1,"protein_coding",970,"","","","","",""
"AT3G52420",NA,"3",19429686,39.72,1,"protein_coding",573,"","","","","",""
"AT1G70870",NA,"1",26721020,38.05,1,"protein_coding",543,"","","","","",""
"AT5G27820",NA,"5",9859801,36.49,1,"protein_coding",1328,"","","","","",""
"AT2G46030",NA,"2",18932019,34.62,5,"protein_coding",2119,"","","","","",""
"AT1G76500",NA,"1",28704963,45.23,1,"protein_coding",1728,"","","","","",""
"AT5G24040",NA,"5",8125949,38.56,3,"protein_coding",1397,"","","","","",""
"AT4G08028",NA,"4",4851530,31.16,1,"protein_coding",352,"","","","","",""
"AT5G66330",NA,"5",26500402,48.65,1,"protein_coding",1553,"","","","","",""
"AT1G78030",NA,"1",29342157,37.71,1,"protein_coding",1667,"","","","","",""
"AT4G27910",NA,"4",13893915,38.95,1,"protein_coding",6715,"","","","","",""
"AT1G49890",NA,"1",18470046,40.05,1,"protein_coding",3787,"","","","","",""
"AT4G25800",NA,"4",13124898,40.41,2,"protein_coding",3147,"","","","","",""
"AT5G08440",NA,"5",2720626,37.14,3,"protein_coding",6541,"","","","","",""
"AT4G36791",NA,"4",17338871,44.44,1,"protein_coding",206,"","","","","",""
"AT3G03100",NA,"3",705381,36.38,2,"protein_coding",2316,"","","","","",""
"AT5G04820",NA,"5",1399395,41.58,1,"protein_coding",1389,"","","","","",""
"AT1G10320",NA,"1",3384118,40.85,2,"protein_coding",4258,"","","","","",""
"AT2G23380",NA,"2",9955092,38.81,2,"protein_coding",5294,"","","","","",""
"AT3G55910",NA,"3",20742676,38.18,1,"protein_coding",803,"","","","","",""
"AT2G29780",NA,"2",12717786,43.03,2,"protein_coding",1542,"","","","","",""
"AT4G31970",NA,"4",15462350,38.84,1,"protein_coding",2213,"","","","","",""
"AT4G18510",NA,"4",10211577,39.04,1,"protein_coding",875,"","","","","",""
"AT1G64210",NA,"1",23830688,41.13,1,"protein_coding",2175,"","","","","",""
"AT5G39110",NA,"5",15657697,38.89,1,"protein_coding",935,"","","","","",""
"AT3G10986",NA,"3",3444077,35.44,1,"protein_coding",1695,"","","","","",""
"AT5G35945",NA,"5",14093675,35.29,1,"protein_coding",611,"","","","","",""
"AT2G24696",NA,"2",10509068,37.82,1,"protein_coding",1834,"","","","","",""
"AT1G31885",NA,"1",11450315,36.77,3,"protein_coding",1753,"","","","","",""
"AT1G61500",NA,"1",22689623,39.41,3,"protein_coding",4176,"","","","","",""
"AT3G23172",NA,"3",8272138,37.31,1,"protein_coding",519,"","","","","",""
"AT3G04140",NA,"3",1086516,42.33,1,"protein_coding",2900,"","","","","",""
"AT5G20180",NA,"5",6810908,38.23,4,"protein_coding",1278,"","","","","",""
"AT5G25970",NA,"5",9066278,37.15,3,"protein_coding",2233,"","","","","",""
"AT4G04830",NA,"4",2445775,35.82,2,"protein_coding",1311,"","","","","",""
"AT3G62790",NA,"3",23223030,37.55,1,"protein_coding",1296,"","","","","",""
"AT1G52342",NA,"1",19491767,33.55,1,"protein_coding",1355,"","","","","",""
"AT5G10330",NA,"5",3247847,39.77,8,"protein_coding",3117,"","","","","",""
"AT1G35610",NA,"1",13143061,40.82,1,"protein_coding",1927,"","","","","",""
"AT5G53635",NA,"5",21785999,37.83,1,"protein_coding",1445,"","","","","",""
"AT2G47250",NA,"2",19399648,41.92,1,"protein_coding",3396,"","","","","",""
"AT1G35515",NA,"1",13077890,37.46,1,"protein_coding",2375,"","","","","",""
"AT1G01940",NA,"1",322886,39.03,1,"protein_coding",2031,"","","","","",""
"AT3G61590",NA,"3",22791898,38.18,4,"protein_coding",2812,"","","","","",""
"AT4G09530",NA,"4",6029238,39.31,1,"protein_coding",579,"","","","","",""
"AT4G14190",NA,"4",8183227,41.4,1,"protein_coding",1975,"","","","","",""
"AT4G31985",NA,"4",15469841,34.49,1,"protein_coding",892,"","","","","",""
"AT4G35410",NA,"4",16832339,37.44,2,"protein_coding",1663,"","","","","",""
"AT4G24640",NA,"4",12717788,37.6,1,"protein_coding",1499,"","","","","",""
"AT3G21410",NA,"3",7536719,39.01,1,"protein_coding",1232,"","","","","",""
"AT1G52270",NA,"1",19463675,39.61,1,"protein_coding",759,"","","","","",""
"AT5G63240",NA,"5",25358968,40.13,1,"protein_coding",597,"","","","","",""
"AT3G49340",NA,"3",18293173,40.17,1,"protein_coding",1448,"","","","","",""
"AT3G46690",NA,"3",17197443,39.51,1,"protein_coding",1920,"","","","","",""
"AT1G23570",NA,"1",8354806,34.2,3,"protein_coding",1701,"","","","","",""
"AT3G24740",NA,"3",9031078,38.95,6,"protein_coding",2772,"","","","","",""
"AT4G09360",NA,"4",5940186,42.55,1,"protein_coding",3094,"","","","","",""
"AT2G17880",NA,"2",7766765,42.08,1,"protein_coding",1275,"","","","","",""
"AT2G47750",NA,"2",19560127,40.66,1,"protein_coding",3833,"","","","","",""
"AT3G14960",NA,"3",5035841,41.25,1,"protein_coding",2273,"","","","","",""
"AT3G55250",NA,"3",20479121,36.94,1,"protein_coding",1618,"","","","","",""
"AT1G52825",NA,"1",19670395,35.64,2,"protein_coding",664,"","","","","",""
"AT4G23460",NA,"4",12243671,39.47,2,"protein_coding",5347,"","","","","",""
"AT5G57360",NA,"5",23241320,43.81,2,"protein_coding",3270,"","","","","",""
"AT2G44670",NA,"2",18425111,36.4,1,"protein_coding",1010,"","","","","",""
"AT1G06380",NA,"1",1944993,39.89,1,"protein_coding",1310,"","","","","",""
"AT5G38910",NA,"5",15578749,40.81,2,"protein_coding",984,"","","","","",""
"AT1G59800",NA,"1",22004964,36.06,1,"protein_coding",1208,"","","","","",""
"AT2G19170",NA,"2",8313671,39.18,2,"protein_coding",4925,"","","","","",""
"AT1G50910",NA,"1",18866753,38.95,2,"protein_coding",3180,"","","","","",""
"AT3G62760",NA,"3",23217233,42.5,1,"protein_coding",1079,"","","","","",""
"AT3G46870",NA,"3",17262943,39.55,2,"protein_coding",1612,"","","","","",""
"AT2G16860",NA,"2",7303812,36.21,2,"protein_coding",2863,"","","","","",""
"AT1G67440",NA,"1",25263757,40.14,2,"protein_coding",2104,"","","","","",""
"AT3G10670",NA,"3",3335004,40.2,1,"protein_coding",2442,"","","","","",""
"AT5G41540",NA,"5",16612659,39.56,1,"protein_coding",3404,"","","","","",""
"AT5G47130",NA,"5",19138840,32.31,3,"protein_coding",3444,"","","","","",""
"AT3G15359",NA,"3",5173496,41.61,1,"protein_coding",309,"","","","","",""
"AT1G49850",NA,"1",18454844,38.8,1,"protein_coding",1775,"","","","","",""
"AT3G51500",NA,"3",19108080,37.83,1,"protein_coding",837,"","","","","",""
"AT2G40100",NA,"2",16745628,40.29,2,"protein_coding",1796,"","","","","",""
"AT1G22570",NA,"1",7976424,39.92,2,"protein_coding",2386,"","","","","",""
"AT1G03365",NA,"1",826523,39.58,2,"protein_coding",3870,"","","","","",""
"AT1G07770",NA,"1",2407411,36.5,3,"protein_coding",2380,"","","","","",""
"AT1G79750",NA,"1",30007288,42.77,1,"protein_coding",4402,"","","","","",""
"AT5G51860",NA,"5",21081844,31.81,2,"protein_coding",2583,"","","","","",""
"AT5G02380",NA,"5",506498,38.96,1,"protein_coding",746,"","","","","",""
"AT3G58740",NA,"3",21720773,38.63,1,"protein_coding",3017,"","","","","",""
"AT4G32360",NA,"4",15621075,37.24,9,"protein_coding",3928,"","","","","",""
"AT2G38810",NA,"2",16219220,39.09,4,"protein_coding",1708,"","","","","",""
"AT2G33255",NA,"2",14098778,38.52,1,"protein_coding",1845,"","","","","",""
"AT1G09050",NA,"1",2916968,41.48,2,"protein_coding",4143,"","","","","",""
"AT3G09510",NA,"3",2921804,39.38,1,"protein_coding",1454,"","","","","",""
"AT1G50160",NA,"1",18581429,40.99,1,"protein_coding",221,"","","","","",""
"AT3G50790",NA,"3",18879893,40.13,2,"protein_coding",2344,"","","","","",""
"AT5G07090",NA,"5",2202364,41.07,3,"protein_coding",1786,"","","","","",""
"AT3G13970",NA,"3",4613492,35.51,4,"protein_coding",1365,"","","","","",""
"AT1G34060",NA,"1",12396397,38.82,2,"protein_coding",2021,"","","","","",""
"AT3G62840",NA,"3",23235490,37.91,2,"protein_coding",1326,"","","","","",""
"AT4G30710",NA,"4",14965143,38.84,4,"protein_coding",4620,"","","","","",""
"AT1G69910",NA,"1",26329863,43.41,1,"protein_coding",2563,"","","","","",""
"AT5G04140",NA,"5",1129785,39.14,2,"protein_coding",8703,"","","","","",""
"AT3G08800",NA,"3",2671052,40.26,3,"protein_coding",4281,"","","","","",""
"AT3G14420",NA,"3",4821391,41.32,6,"protein_coding",2787,"","","","","",""
"AT5G24090",NA,"5",8143545,37.24,1,"protein_coding",1707,"","","","","",""
"AT1G58030",NA,"1",21464001,37.78,1,"protein_coding",4504,"","","","","",""
"AT1G61080",NA,"1",22492878,39.68,6,"protein_coding",4389,"","","","","",""
"AT4G20770",NA,"4",11130762,41.68,1,"protein_coding",2324,"","","","","",""
"AT2G23190",NA,"2",9877058,41.49,1,"protein_coding",1949,"","","","","",""
"AT2G29100",NA,"2",12501092,39.53,2,"protein_coding",3852,"","","","","",""
"AT5G23440",NA,"5",7902895,40,1,"protein_coding",1004,"","","","","",""
"AT1G30120",NA,"1",10584105,40.3,1,"protein_coding",2575,"","","","","",""
"AT4G24615",NA,"4",12700593,38.6,1,"protein_coding",328,"","","","","",""
"AT1G26560",NA,"1",9178212,34.93,1,"protein_coding",3755,"","","","","",""
"AT1G21360",NA,"1",7481184,32.53,3,"protein_coding",2329,"","","","","",""
"AT3G22110",NA,"3",7792549,40.2,1,"protein_coding",1713,"","","","","",""
"AT1G67140",NA,"1",25100848,37.34,3,"protein_coding",16683,"","","","","",""
"AT3G53070",NA,"3",19674533,41.46,1,"protein_coding",409,"","","","","",""
"AT5G26700",NA,"5",9308290,36.83,1,"protein_coding",1335,"","","","","",""
"AT5G24290",NA,"5",8263111,38.02,2,"protein_coding",2637,"","","","","",""
"AT5G63390",NA,"5",25390249,41.71,1,"protein_coding",2435,"","","","","",""
"ATMG01240",NA,"Mt",309338,45.54,1,"protein_coding",302,"","","","","",""
"AT2G30860",NA,"2",13138882,40.97,2,"protein_coding",1510,"","","","","",""
"AT4G12970",NA,"4",7585869,33.96,1,"protein_coding",1230,"","","","","",""
"AT5G46210",NA,"5",18731371,37.83,1,"protein_coding",5444,"","","","","",""
"AT3G60590",NA,"3",22398228,38.72,4,"protein_coding",2029,"","","","","",""
"AT3G62310",NA,"3",23057240,41.24,3,"protein_coding",3491,"","","","","",""
"AT1G23030",NA,"1",8156504,41.16,1,"protein_coding",2681,"","","","","",""
"AT5G38895",NA,"5",15571254,35.5,3,"protein_coding",2272,"","","","","",""
"AT4G28110",NA,"4",13968029,37.21,2,"protein_coding",1496,"","","","","",""
"AT3G09030",NA,"3",2754668,48.73,1,"protein_coding",1844,"","","","","",""
"AT5G03660",NA,"5",937817,37.02,3,"protein_coding",2298,"","","","","",""
"AT4G02190",NA,"4",967372,41.97,1,"protein_coding",1979,"","","","","",""
"AT1G30910",NA,"1",11000862,39.53,1,"protein_coding",2364,"","","","","",""
"AT1G52857",NA,"1",19681209,32.82,2,"protein_coding",578,"","","","","",""
"AT4G26870",NA,"4",13505291,42.09,1,"protein_coding",2579,"","","","","",""
"AT3G50720",NA,"3",18847519,35.98,1,"protein_coding",1911,"","","","","",""
"AT3G45430",NA,"3",16660575,38.52,3,"protein_coding",3571,"","","","","",""
"AT4G16340",NA,"4",9228185,38.19,2,"protein_coding",13444,"","","","","",""
"AT3G09760",NA,"3",2992654,38.74,1,"protein_coding",3040,"","","","","",""
"AT1G73655",NA,"1",27690350,39.52,1,"protein_coding",1469,"","","","","",""
"AT4G12670",NA,"4",7472006,38.94,2,"protein_coding",3045,"","","","","",""
"AT3G05740",NA,"3",1698079,38.98,2,"protein_coding",3388,"","","","","",""
"AT3G29350",NA,"3",11264126,35.14,2,"protein_coding",1436,"","","","","",""
"AT4G35280",NA,"4",16787280,40.44,1,"protein_coding",1003,"","","","","",""
"AT3G56300",NA,"3",20880016,41.56,3,"protein_coding",2350,"","","","","",""
"AT4G02405",NA,"4",1057854,38.94,2,"protein_coding",1817,"","","","","",""
"AT3G23955",NA,"3",8655023,39.93,2,"protein_coding",2416,"","","","","",""
"AT3G58980",NA,"3",21794445,37.35,1,"protein_coding",2561,"","","","","",""
"AT3G45510",NA,"3",16690790,41.43,1,"protein_coding",938,"","","","","",""
"AT3G12200",NA,"3",3886957,35.81,4,"protein_coding",4043,"","","","","",""
"AT3G62280",NA,"3",23049324,36.56,2,"protein_coding",1985,"","","","","",""
"AT1G13670",NA,"1",4688018,40.14,1,"protein_coding",1247,"","","","","",""
"AT3G24225",NA,"3",8768846,33.18,1,"protein_coding",849,"","","","","",""
"AT5G20900",NA,"5",7090704,37.64,1,"protein_coding",1835,"","","","","",""
"AT1G60990",NA,"1",22462026,37.9,3,"protein_coding",3469,"","","","","",""
"AT1G54170",NA,"1",20221029,36.66,1,"protein_coding",5026,"","","","","",""
"AT3G26730",NA,"3",9823524,40.13,8,"protein_coding",4023,"","","","","",""
"AT2G07768",NA,"2",3273584,46.58,1,"protein_coding",570,"","","","","",""
"AT3G27660",NA,"3",10243244,38.65,2,"protein_coding",1779,"","","","","",""
"AT5G51880",NA,"5",21089383,35.84,1,"protein_coding",1690,"","","","","",""
"AT3G27835",NA,"3",10321741,30.04,1,"protein_coding",565,"","","","","",""
"AT5G37450",NA,"5",14852606,41,4,"protein_coding",4560,"","","","","",""
"AT5G27093",NA,"5",9534618,39.95,1,"protein_coding",770,"","","","","",""
"AT3G59640",NA,"3",22028649,38.4,2,"protein_coding",1856,"","","","","",""
"AT2G06025",NA,"2",2348059,34.35,7,"protein_coding",4115,"","","","","",""
"AT3G51380",NA,"3",19074036,37.82,1,"protein_coding",779,"","","","","",""
"AT3G05570",NA,"3",1616102,37.32,1,"protein_coding",1237,"","","","","",""
"AT2G43680",NA,"2",18108119,42.53,5,"protein_coding",3712,"","","","","",""
"AT3G25580",NA,"3",9292345,36.7,2,"protein_coding",2111,"","","","","",""
"AT3G50520",NA,"3",18747954,36.61,1,"protein_coding",1720,"","","","","",""
"AT4G16100",NA,"4",9105653,40.69,1,"protein_coding",2506,"","","","","",""
"AT4G34270",NA,"4",16403844,39.35,1,"protein_coding",2459,"","","","","",""
"AT5G11140",NA,"5",3545211,40.56,1,"protein_coding",958,"","","","","",""
"AT2G04090",NA,"2",1362380,39.27,1,"protein_coding",2408,"","","","","",""
"AT2G20360",NA,"2",8785960,38.41,1,"protein_coding",3610,"","","","","",""
"AT5G19151",NA,"5",6428530,37.4,1,"protein_coding",1178,"","","","","",""
"AT5G51360",NA,"5",20871918,43.61,1,"protein_coding",359,"","","","","",""
"AT1G44020",NA,"1",16715972,41.64,1,"protein_coding",2684,"","","","","",""
"AT5G61380",NA,"5",24674963,40.27,1,"protein_coding",3587,"","","","","",""
"AT1G11880",NA,"1",4007705,38.63,3,"protein_coding",2756,"","","","","",""
"AT4G01670",NA,"4",711192,37.19,1,"protein_coding",1451,"","","","","",""
"AT4G32800",NA,"4",15819489,39.9,1,"protein_coding",1390,"","","","","",""
"AT4G32030",NA,"4",15490566,38.91,2,"protein_coding",2870,"","","","","",""
"AT5G24450",NA,"5",8348160,36.76,2,"protein_coding",5143,"","","","","",""
"AT3G14370",NA,"3",4797828,44.76,1,"protein_coding",1784,"","","","","",""
"ATCG00540",NA,"Pt",61657,38.11,1,"protein_coding",962,"","","","","",""
"AT2G32610",NA,"2",13836117,36.44,1,"protein_coding",3523,"","","","","",""
"AT2G07000",NA,"2",2901870,40.62,1,"protein_coding",420,"","","","","",""
"AT4G36800",NA,"4",17340932,36.31,2,"protein_coding",2103,"","","","","",""
"AT3G03510",NA,"3",836039,40.2,1,"protein_coding",1668,"","","","","",""
"AT3G06840",NA,"3",2156736,40.64,1,"protein_coding",1180,"","","","","",""
"AT1G23070",NA,"1",8173823,38.06,1,"protein_coding",1996,"","","","","",""
"AT5G66985",NA,"5",26743279,38.73,1,"protein_coding",740,"","","","","",""
